rbt_id,age,education_level,years_experience,company_tenure,hourly_wage,caseload_size,weekly_hours,travel_time_per_week,supervision_hours_last_month,bcba_feedback_score,rbt_support_rating,supervision_helpfulness_score,bcba_communication_score,bcba_goal_communication_score,supervision_frequency_last_3_months,burnout_score,work_life_balance,turnover_status
RBT_2269,33,Bachelor's,9.1,3.7,18,6,36,0,9,5,2,2,1,4,11,4,4,1
RBT_2270,21,High School,9.6,6.5,17,5,37,6,1,3,2,5,5,5,4,3,3,0
RBT_2271,48,High School,1.2,5.7,18,11,33,0,9,2,5,1,4,2,1,5,3,1
RBT_2272,23,High School,5.6,4.9,20,9,36,2,8,1,2,4,3,5,9,3,5,0
RBT_2273,36,High School,3.4,0.2,25,4,34,9,1,5,4,5,3,1,14,2,3,0
RBT_2274,22,High School,4.2,3.1,21,8,31,6,7,3,3,1,1,3,10,6,1,0
RBT_2275,32,Bachelor's,2.2,1.5,21,11,35,5,9,5,5,5,1,1,10,8,3,1
RBT_2276,28,Bachelor's,6.0,6.4,28,5,25,6,4,2,5,4,5,2,2,3,3,0
RBT_2277,26,High School,9.6,1.4,29,8,21,4,9,3,1,3,5,1,10,6,1,0
RBT_2278,34,High School,5.3,2.1,26,5,21,7,1,5,2,1,5,4,7,9,1,0
RBT_2279,42,High School,1.3,3.7,18,5,35,5,9,3,5,5,2,1,8,1,5,0
RBT_2280,48,High School,6.4,2.0,22,6,21,3,6,3,5,5,2,5,14,3,4,0
RBT_2281,48,Bachelor's,3.7,1.6,21,11,27,0,4,5,4,4,3,3,4,2,3,0
RBT_2282,30,High School,8.6,4.3,16,10,26,1,5,3,2,4,1,4,11,8,2,0
RBT_2283,39,High School,4.6,0.8,27,3,20,5,7,2,3,4,4,4,11,9,4,0
RBT_2284,21,High School,2.3,0.6,22,3,23,3,4,5,4,3,1,4,10,6,1,0
RBT_2285,34,Bachelor's,2.3,2.7,23,9,30,2,8,5,3,2,2,2,1,3,3,0
RBT_2286,33,Bachelor's,7.8,5.1,19,5,39,6,3,2,1,5,3,2,5,8,5,0
RBT_2287,39,High School,3.0,4.0,29,9,26,6,2,2,5,3,4,5,10,7,2,0
RBT_2288,41,Bachelor's,7.8,3.1,18,11,37,1,1,2,4,5,5,3,10,2,4,0
RBT_2289,30,Bachelor's,2.5,4.0,18,5,23,7,6,3,3,3,5,1,6,7,3,1
RBT_2290,46,Master's,3.6,2.7,27,5,36,0,2,3,2,1,2,5,7,1,1,0
RBT_2291,22,High School,4.9,6.6,18,4,30,9,8,4,1,2,3,2,1,8,4,1
RBT_2292,36,Bachelor's,9.5,0.6,20,3,30,6,4,3,1,5,1,5,13,5,2,0
RBT_2293,49,Master's,9.4,4.8,25,11,39,9,9,2,5,4,2,3,4,9,1,1
RBT_2294,31,Master's,2.5,6.3,18,8,30,0,4,4,5,2,1,5,12,3,2,0
RBT_2295,43,Bachelor's,3.9,5.7,21,8,34,2,4,2,3,5,4,4,5,7,3,0
RBT_2296,47,Bachelor's,1.9,1.5,21,10,33,2,8,1,3,1,1,1,5,8,4,0
RBT_2297,48,High School,5.3,2.2,19,7,36,9,8,5,1,5,4,2,7,1,5,1
RBT_2298,40,Bachelor's,4.9,5.1,27,11,21,1,5,1,3,5,3,2,4,6,3,0
RBT_2299,34,Bachelor's,9.1,0.8,19,7,37,9,3,2,5,5,2,3,10,2,3,0
RBT_2300,35,Bachelor's,9.3,5.7,29,4,35,4,2,3,1,2,1,3,7,8,5,0
RBT_2301,24,High School,4.1,5.1,24,8,31,3,9,5,1,5,3,3,8,6,5,1
RBT_2302,46,Bachelor's,5.2,5.2,22,11,29,5,9,3,2,4,3,2,2,3,1,1
RBT_2303,39,Bachelor's,9.0,0.9,21,5,35,1,5,3,2,3,1,4,14,4,2,0
RBT_2304,25,High School,8.2,5.1,28,6,22,3,8,5,3,4,5,1,1,7,3,1
RBT_2305,38,Bachelor's,0.5,4.8,21,10,27,6,7,5,3,1,5,3,13,9,1,0
RBT_2306,44,Bachelor's,3.5,5.9,20,8,21,0,3,1,5,2,4,2,10,2,1,1
RBT_2307,24,Bachelor's,4.5,0.5,21,9,20,2,5,2,5,3,3,4,10,9,3,0
RBT_2308,22,High School,2.7,0.4,21,9,33,0,9,3,2,2,2,3,1,6,2,0
RBT_2309,46,High School,2.4,2.7,24,6,23,1,4,2,1,2,2,3,13,2,5,0
RBT_2310,20,Master's,0.9,1.2,28,8,23,8,3,2,4,5,3,1,1,8,3,1
RBT_2311,45,High School,6.6,4.0,16,11,28,9,7,4,4,4,5,1,9,4,2,1
RBT_2312,47,Bachelor's,3.0,6.4,28,5,22,4,8,1,3,3,3,5,4,8,5,1
RBT_2313,25,High School,1.0,2.9,24,10,24,3,5,3,4,5,4,3,9,7,4,0
RBT_2314,34,Bachelor's,2.7,5.9,16,9,20,3,8,5,4,3,3,5,7,7,3,0
RBT_2315,21,High School,8.1,0.2,28,6,38,7,5,5,2,4,1,2,7,7,3,0
RBT_2316,48,Bachelor's,8.6,1.3,24,5,20,2,9,2,1,5,5,1,13,2,2,1
RBT_2317,22,High School,5.1,0.4,21,9,29,3,7,1,5,3,1,4,2,8,1,1
RBT_2318,36,High School,4.5,2.4,28,11,31,1,5,1,2,5,1,3,2,2,1,0
RBT_2319,44,High School,9.8,6.4,24,5,29,5,9,3,5,2,3,3,12,3,2,0
RBT_2320,43,High School,2.4,0.9,21,11,21,8,5,3,2,1,3,5,5,7,3,1
RBT_2321,31,Master's,2.5,4.3,21,10,35,3,8,2,2,3,2,1,10,7,3,0
RBT_2322,37,Master's,3.3,3.3,19,5,27,5,4,2,4,4,1,5,1,7,3,0
RBT_2323,34,High School,2.1,6.6,15,10,33,3,9,2,5,3,3,3,7,4,4,0
RBT_2324,31,Bachelor's,4.1,1.0,28,6,34,1,6,4,2,1,2,1,11,5,1,0
RBT_2325,35,High School,9.2,1.6,16,8,35,5,6,1,4,3,1,3,7,7,4,1
RBT_2326,46,Bachelor's,6.3,0.4,27,4,30,6,3,2,3,3,2,1,11,8,3,1
RBT_2327,27,Bachelor's,4.4,3.2,23,10,31,3,3,1,5,3,5,3,8,3,1,0
RBT_2328,47,Master's,9.4,2.1,22,11,21,6,4,5,2,4,4,4,7,6,3,0
RBT_2329,33,High School,1.0,6.1,22,9,23,7,1,5,3,1,1,5,8,9,3,0
RBT_2330,44,Bachelor's,2.5,4.3,24,10,22,2,6,1,4,1,3,1,3,5,2,1
RBT_2331,36,High School,5.9,4.4,15,9,28,1,1,5,2,4,5,5,3,4,1,0
RBT_2332,48,Master's,6.3,3.8,20,6,37,4,4,5,4,3,2,1,8,9,3,0
RBT_2333,40,High School,0.9,0.8,29,3,38,1,7,5,4,3,4,1,9,4,5,1
RBT_2334,27,Bachelor's,4.3,3.2,29,5,26,9,6,3,4,1,1,1,10,3,5,1
RBT_2335,34,Bachelor's,6.7,7.0,23,9,23,4,8,3,5,3,4,3,4,7,3,1
RBT_2336,46,Bachelor's,7.1,5.9,29,9,25,9,4,1,3,2,5,2,8,5,2,1
RBT_2337,33,High School,6.6,6.3,22,5,38,5,9,1,3,3,4,3,1,1,3,0
RBT_2338,37,Master's,3.5,5.8,17,3,20,7,8,4,1,3,1,2,2,8,5,1
RBT_2339,39,High School,1.4,0.9,18,11,35,5,5,3,2,5,5,3,13,1,1,0
RBT_2340,26,Bachelor's,4.6,1.7,29,8,30,3,6,1,4,1,2,2,10,9,2,0
RBT_2341,22,High School,1.7,0.2,17,9,23,2,5,3,2,1,1,1,10,1,3,0
RBT_2342,48,High School,9.5,2.3,20,3,37,1,6,4,3,2,4,1,10,4,5,0
RBT_2343,31,Bachelor's,5.0,0.9,28,3,24,0,1,1,3,2,1,2,9,4,1,0
RBT_2344,40,High School,3.5,3.4,23,6,25,1,4,1,4,2,5,2,2,9,5,1
RBT_2345,43,High School,7.8,4.8,29,9,21,1,9,1,5,1,4,5,2,1,2,0
RBT_2346,47,High School,5.2,6.1,22,10,31,4,4,1,4,5,2,1,8,9,4,1
RBT_2347,45,High School,3.4,5.3,29,11,28,8,2,2,4,5,3,3,5,4,3,0
RBT_2348,22,Bachelor's,8.2,6.6,29,3,39,0,6,3,1,4,2,5,5,7,1,0
RBT_2349,39,Bachelor's,8.7,0.6,27,6,31,3,2,3,5,1,1,2,11,9,2,0
RBT_2350,33,High School,6.9,0.3,24,6,32,9,3,3,2,4,3,3,6,7,2,1
RBT_2351,34,High School,0.9,4.7,18,5,36,6,7,4,5,3,5,4,8,2,4,0
RBT_2352,44,High School,5.9,2.2,29,9,24,9,4,2,4,2,4,4,8,6,4,1
RBT_2353,49,High School,7.8,1.9,16,3,39,2,1,3,4,4,4,4,9,6,3,1
RBT_2354,33,Bachelor's,1.8,2.5,27,11,32,7,9,3,4,4,5,3,10,3,3,1
RBT_2355,26,Bachelor's,2.7,2.0,22,10,32,2,6,1,4,1,1,2,11,4,2,0
RBT_2356,36,High School,8.9,3.7,22,4,29,7,9,1,4,2,2,3,3,6,3,0
RBT_2357,49,High School,0.7,3.2,28,4,34,1,3,1,5,2,3,5,9,6,3,1
RBT_2358,31,High School,7.7,3.7,26,10,34,4,5,3,4,5,5,5,14,1,4,0
RBT_2359,39,Bachelor's,5.0,4.8,25,3,37,3,9,1,3,4,1,4,11,8,2,0
RBT_2360,23,Master's,4.7,2.8,20,9,37,8,6,3,3,5,1,2,3,9,5,0
RBT_2361,28,High School,0.6,1.9,28,11,21,2,2,4,1,4,3,5,1,2,5,1
RBT_2362,25,High School,8.3,1.3,22,5,30,4,1,4,2,1,5,1,12,4,1,0
RBT_2363,35,Bachelor's,3.9,2.6,23,9,32,9,9,5,3,1,2,1,11,6,4,0
RBT_2364,44,Master's,5.6,5.2,27,8,30,8,1,2,1,3,2,4,5,2,1,0
RBT_2365,47,High School,6.9,5.3,15,9,23,5,5,1,5,4,5,4,7,7,2,1
RBT_2366,41,High School,7.2,4.7,23,9,34,1,1,1,2,4,4,4,3,6,5,0
RBT_2367,41,High School,9.6,1.8,16,3,30,0,5,2,4,2,2,5,9,8,5,0
RBT_2368,40,Bachelor's,5.5,4.2,28,5,37,0,5,2,4,2,4,2,1,7,5,0
RBT_2369,40,High School,4.3,4.1,27,3,35,6,7,5,5,5,5,4,6,1,1,0
RBT_2370,21,High School,9.6,3.5,15,7,29,1,7,2,2,3,1,3,12,5,3,0
RBT_2371,43,Bachelor's,6.6,3.9,22,5,31,6,1,3,3,1,5,4,12,6,1,0
RBT_2372,27,High School,3.3,3.5,22,3,32,0,9,1,2,4,1,5,6,7,5,0
RBT_2373,30,Bachelor's,1.7,4.0,25,4,28,3,1,2,1,5,5,2,14,4,4,0
RBT_2374,32,High School,8.5,5.1,18,7,32,9,5,3,5,3,4,4,13,9,4,0
RBT_2375,36,High School,3.9,0.9,22,5,25,3,7,2,3,2,4,1,8,1,1,1
RBT_2376,27,Bachelor's,6.8,5.3,21,8,25,4,8,3,2,3,5,4,13,3,1,0
RBT_2377,40,High School,5.0,1.1,27,11,30,9,2,4,2,5,1,4,3,2,2,0
RBT_2378,37,Master's,2.4,0.7,16,8,38,0,1,3,3,1,5,2,12,2,1,0
RBT_2379,49,Bachelor's,6.2,6.8,19,4,30,6,4,5,1,2,1,3,5,1,1,0
RBT_2380,37,High School,1.1,6.7,28,4,29,1,4,3,1,2,4,4,11,3,5,1
RBT_2381,33,Bachelor's,4.4,0.6,24,10,34,1,6,2,2,1,3,4,10,5,3,1
RBT_2382,34,High School,5.7,3.2,18,10,32,7,1,4,4,2,2,5,11,6,5,0
RBT_2383,25,Master's,4.6,1.5,17,8,27,8,1,4,3,5,4,2,5,8,3,1
RBT_2384,30,High School,7.6,3.5,15,9,24,5,3,3,1,2,5,5,8,4,5,1
RBT_2385,32,Bachelor's,8.4,5.8,19,3,21,0,5,2,1,4,5,4,7,1,5,0
RBT_2386,44,High School,7.8,6.7,24,11,35,0,6,4,1,3,1,4,3,9,2,0
RBT_2387,20,High School,0.9,4.5,22,7,32,6,5,3,5,5,2,1,7,3,3,0
RBT_2388,47,Bachelor's,2.3,2.6,26,11,38,7,5,3,4,1,4,5,10,8,5,1
RBT_2389,25,Bachelor's,5.6,4.3,23,4,28,2,9,3,1,5,2,2,8,4,5,0
RBT_2390,28,High School,9.4,2.3,21,10,34,8,2,4,4,4,2,4,5,3,3,0
RBT_2391,27,High School,8.4,6.4,26,9,25,3,1,1,2,2,4,1,11,3,2,1
RBT_2392,30,Bachelor's,8.5,6.1,25,6,27,3,6,2,2,2,1,1,5,4,3,0
RBT_2393,41,Master's,3.4,4.0,15,5,33,2,9,5,5,5,1,3,14,4,2,0
RBT_2394,38,High School,4.6,2.4,15,6,24,7,7,5,4,2,1,2,14,7,2,0
RBT_2395,43,High School,5.0,2.2,29,6,36,8,8,2,3,2,3,1,11,2,4,0
RBT_2396,28,High School,2.0,0.4,15,10,26,0,5,1,5,4,2,2,1,8,2,0
RBT_2397,36,Bachelor's,0.8,5.7,16,6,28,1,4,2,1,1,3,4,13,2,4,0
RBT_2398,31,High School,9.5,3.3,15,7,35,0,6,3,2,3,1,3,8,1,1,0
RBT_2399,44,High School,2.8,2.4,18,4,37,3,3,2,2,5,4,2,13,8,2,1
RBT_2400,33,Bachelor's,2.8,3.4,24,6,32,9,1,2,3,1,2,3,6,4,3,0
RBT_2401,34,High School,1.3,5.8,23,9,37,6,4,4,5,3,4,2,6,6,4,0
RBT_2402,35,High School,9.3,1.0,26,5,29,6,9,5,4,1,5,2,5,1,1,0
RBT_2403,41,High School,6.0,6.0,18,3,20,5,4,5,2,5,2,5,5,3,1,1
RBT_2404,41,High School,6.8,6.3,27,10,37,4,1,3,1,4,4,3,14,7,2,1
RBT_2405,47,High School,9.2,6.6,18,10,38,3,4,3,3,4,1,2,3,7,3,0
RBT_2406,39,Bachelor's,3.8,2.9,21,8,21,7,7,4,3,4,3,5,12,8,2,0
RBT_2407,20,High School,6.4,1.7,28,9,23,6,3,3,3,1,4,5,3,2,5,1
RBT_2408,29,Bachelor's,0.9,2.7,25,4,30,9,6,1,1,5,5,3,2,7,1,0
RBT_2409,27,Bachelor's,2.3,2.5,23,7,22,0,1,4,3,2,1,4,9,4,5,0
RBT_2410,37,Bachelor's,8.4,1.4,21,9,28,5,4,4,4,2,5,3,8,6,5,0
RBT_2411,47,High School,7.8,4.3,15,11,29,1,3,2,4,4,3,2,11,4,4,1
RBT_2412,20,High School,3.8,3.4,15,3,21,3,1,2,5,1,5,4,3,9,5,1
RBT_2413,21,High School,4.1,6.1,18,5,26,4,3,1,5,2,4,3,5,1,1,0
RBT_2414,20,High School,5.6,0.4,18,8,34,7,4,4,4,1,4,3,10,1,1,0
RBT_2415,20,High School,0.5,4.6,15,9,38,5,5,4,1,5,1,3,5,5,3,1
RBT_2416,28,Bachelor's,2.8,5.4,20,8,29,1,6,2,5,4,3,3,8,5,2,0
RBT_2417,32,High School,2.5,5.4,24,3,39,4,2,5,3,3,3,4,6,8,3,0
RBT_2418,49,High School,2.9,6.2,16,6,33,4,2,5,4,4,2,2,7,7,3,0
RBT_2419,20,High School,8.2,5.2,25,8,23,5,6,2,2,3,2,5,5,3,2,0
RBT_2420,32,Bachelor's,3.2,6.5,19,10,30,0,5,3,1,2,4,3,12,8,1,1
RBT_2421,39,High School,2.3,2.5,22,6,22,7,1,4,1,3,5,5,1,4,4,0
RBT_2422,45,Bachelor's,5.3,3.6,29,9,36,2,3,1,4,1,5,5,8,3,5,0
RBT_2423,41,High School,8.7,0.3,17,5,26,4,5,5,2,3,1,5,4,2,4,0
RBT_2424,26,Bachelor's,2.8,0.2,23,10,30,6,2,3,1,2,3,3,5,9,5,1
RBT_2425,21,Bachelor's,1.2,1.8,21,3,37,2,1,4,5,2,4,3,1,7,2,1
RBT_2426,25,High School,3.9,0.9,23,6,33,9,9,3,2,4,5,3,3,5,2,0
RBT_2427,26,High School,7.6,2.0,15,10,33,5,5,4,3,2,2,3,2,9,3,1
RBT_2428,45,High School,5.7,1.4,19,6,25,4,2,4,5,1,4,1,12,3,2,0
RBT_2429,33,High School,8.3,0.4,26,4,28,6,4,2,2,3,1,2,2,6,5,1
RBT_2430,45,Bachelor's,9.6,6.4,27,4,22,9,3,2,4,5,4,1,13,8,4,0
RBT_2431,37,Bachelor's,8.0,0.3,17,6,36,2,7,1,1,2,5,4,1,9,4,0
RBT_2432,34,Bachelor's,6.2,5.2,18,6,31,1,1,1,5,3,1,1,6,4,4,0
RBT_2433,21,Bachelor's,5.2,1.2,18,4,23,3,4,3,4,4,2,1,8,1,4,0
RBT_2434,29,High School,0.9,6.4,25,9,39,2,7,2,2,5,2,1,3,8,3,1
RBT_2435,42,High School,9.9,6.3,26,8,35,3,5,4,3,4,5,2,1,3,4,1
RBT_2436,31,Bachelor's,4.1,4.6,21,5,29,6,4,2,1,1,1,5,14,6,5,0
RBT_2437,36,High School,1.9,4.8,24,10,26,4,4,4,1,4,2,4,10,4,3,0
RBT_2438,27,Bachelor's,6.8,0.2,25,10,29,3,2,2,5,3,1,4,2,6,3,1
RBT_2439,30,High School,3.2,6.9,22,3,26,5,8,4,4,5,4,2,3,3,3,0
RBT_2440,48,High School,6.1,6.2,25,5,37,6,4,3,2,4,3,1,6,7,2,0
RBT_2441,22,Master's,6.1,6.3,24,7,28,4,2,2,2,4,3,5,14,2,3,1
RBT_2442,46,High School,4.7,4.7,19,4,37,6,9,5,4,1,3,3,3,5,5,0
RBT_2443,25,Master's,8.4,2.5,27,7,36,2,7,5,1,3,2,2,9,3,4,0
RBT_2444,28,Master's,3.0,6.3,27,5,30,6,3,4,4,4,5,5,12,5,2,0
RBT_2445,25,Bachelor's,4.8,2.2,26,11,20,2,7,3,2,3,3,2,1,3,4,0
RBT_2446,28,Bachelor's,5.6,4.0,24,3,36,5,1,4,4,2,5,2,7,9,1,1
RBT_2447,26,Bachelor's,6.8,0.9,21,6,23,7,1,3,1,1,3,3,10,8,2,0
RBT_2448,28,Bachelor's,7.9,6.5,17,8,23,5,4,1,5,1,4,5,8,2,5,0
RBT_2449,37,High School,4.3,1.2,17,11,33,9,4,2,1,1,3,1,9,8,2,0
RBT_2450,31,High School,6.6,1.7,17,5,28,2,4,3,3,3,5,5,8,8,3,0
RBT_2451,27,Bachelor's,1.9,4.0,26,5,32,4,9,4,3,4,2,5,5,3,2,0
RBT_2452,27,High School,9.4,5.4,18,7,35,8,6,1,4,4,4,1,1,5,3,1
RBT_2453,37,High School,4.1,4.4,20,9,20,7,3,4,1,3,5,3,1,2,4,0
RBT_2454,47,High School,7.4,1.8,29,7,22,5,6,5,1,3,1,5,14,6,2,1
RBT_2455,49,Bachelor's,0.7,0.2,19,10,38,8,2,5,2,2,3,1,8,2,2,0
RBT_2456,39,Bachelor's,2.4,5.3,22,7,27,1,2,2,5,5,4,2,7,4,5,0
RBT_2457,49,High School,5.1,6.9,28,9,37,8,7,2,1,5,2,2,5,3,1,1
RBT_2458,34,Master's,8.8,5.7,28,8,25,9,3,1,4,1,1,1,10,1,2,0
RBT_2459,46,Bachelor's,5.5,3.3,26,4,39,9,7,5,2,4,3,2,3,8,4,0
RBT_2460,26,Bachelor's,9.3,6.3,27,5,25,5,3,3,2,1,4,5,9,8,3,0
RBT_2461,30,Bachelor's,5.1,3.0,19,6,24,8,2,5,4,4,5,1,4,1,4,0
RBT_2462,39,Bachelor's,5.2,3.8,25,7,31,3,4,2,4,4,3,5,14,6,5,1
RBT_2463,35,High School,1.6,3.4,26,11,28,4,4,4,1,2,4,4,6,1,2,0
RBT_2464,23,Bachelor's,8.1,3.2,19,8,28,1,3,1,1,3,3,3,11,9,1,1
RBT_2465,25,High School,2.8,5.5,28,3,36,2,9,5,2,3,4,3,4,1,1,0
RBT_2466,45,Bachelor's,9.0,3.8,24,5,38,0,6,3,2,3,5,3,9,3,2,0
RBT_2467,41,Master's,9.2,2.4,16,9,36,3,5,3,5,5,3,1,4,9,1,1
RBT_2468,45,High School,9.5,2.0,26,10,35,1,6,3,2,3,4,4,14,1,4,1
RBT_2469,22,High School,5.4,0.5,25,9,31,1,8,1,4,5,1,3,8,2,3,1
RBT_2470,28,Bachelor's,6.9,4.2,25,7,22,0,5,3,4,1,2,5,11,4,2,0
RBT_2471,47,High School,7.9,1.8,19,10,33,9,4,3,5,5,4,3,12,7,3,0
RBT_2472,29,Bachelor's,1.7,1.2,29,11,36,1,7,5,3,4,4,4,12,8,1,0
RBT_2473,33,High School,6.2,4.6,26,9,35,3,5,1,3,2,4,5,3,1,5,0
RBT_2474,30,High School,0.8,4.8,21,11,31,5,4,4,4,2,3,5,8,1,3,0
RBT_2475,37,Master's,5.2,5.3,16,3,21,6,5,4,3,4,2,1,11,5,5,1
RBT_2476,41,Bachelor's,2.0,3.6,28,11,27,6,4,3,3,1,3,1,3,8,4,1
RBT_2477,31,Bachelor's,2.2,6.3,27,5,31,6,8,2,5,2,4,2,14,1,5,0
RBT_2478,42,High School,4.0,6.6,20,8,35,3,8,1,2,4,4,4,11,3,3,0
RBT_2479,31,Bachelor's,4.6,5.7,21,10,27,4,1,2,2,2,2,5,5,6,3,1
RBT_2480,32,Bachelor's,6.4,4.5,19,5,35,2,3,1,3,5,1,4,1,1,2,0
RBT_2481,44,Bachelor's,1.2,2.3,23,6,29,0,4,1,1,2,3,3,6,3,5,0
RBT_2482,32,Bachelor's,5.3,6.9,28,9,39,7,2,5,5,5,1,3,11,1,4,0
RBT_2483,38,Bachelor's,2.2,2.1,18,9,34,9,5,3,3,5,4,2,2,4,2,0
RBT_2484,45,High School,6.0,1.6,28,6,23,6,8,5,1,2,4,5,12,9,2,0
RBT_2485,38,High School,6.6,3.2,28,11,34,8,2,2,1,2,5,5,3,5,4,0
RBT_2486,42,Bachelor's,5.8,0.6,27,5,23,9,9,2,5,5,5,2,11,3,2,0
RBT_2487,33,High School,7.5,6.9,24,10,30,3,7,4,2,2,1,3,1,7,4,0
RBT_2488,23,Bachelor's,3.7,4.2,29,10,25,4,6,5,4,1,5,5,11,6,1,0
RBT_2489,32,High School,7.8,4.0,15,6,23,4,8,5,1,3,2,4,6,9,2,0
RBT_2490,27,Bachelor's,4.6,4.7,28,9,28,6,2,5,4,3,1,5,5,4,3,1
RBT_2491,48,Bachelor's,5.1,3.6,22,6,28,8,5,4,4,4,5,3,10,4,1,0
RBT_2492,42,High School,6.7,0.4,29,3,22,7,4,5,5,3,5,5,2,9,2,0
RBT_2493,40,High School,0.7,4.4,22,3,24,6,8,5,2,1,2,5,11,2,4,1
RBT_2494,42,High School,6.7,5.1,21,3,34,0,1,5,5,3,2,1,8,2,1,0
RBT_2495,38,Bachelor's,6.4,3.0,22,4,28,9,3,5,1,3,1,5,9,9,1,0
RBT_2496,31,Bachelor's,3.4,5.3,16,8,21,5,8,2,2,1,3,2,14,7,3,1
RBT_2497,37,High School,1.3,1.7,17,7,22,9,5,3,3,5,2,2,14,5,2,0
RBT_2498,25,Bachelor's,1.4,1.7,23,4,31,8,4,2,2,3,5,4,3,5,2,1
RBT_2499,37,High School,9.3,1.3,15,10,35,6,6,5,5,4,1,5,12,9,4,1
RBT_2500,38,High School,7.0,2.7,22,11,24,0,5,1,5,3,3,4,6,5,1,0
RBT_2501,41,Master's,1.7,6.0,22,9,29,8,3,1,4,3,1,3,6,9,3,0
RBT_2502,24,High School,3.9,5.8,21,11,34,2,5,4,3,1,5,3,14,8,4,0
RBT_2503,43,High School,6.1,2.8,27,6,33,8,4,2,2,1,3,1,10,6,4,0
RBT_2504,28,High School,8.4,4.2,28,9,33,3,1,4,3,4,3,1,6,5,3,1
RBT_2505,46,High School,0.9,5.1,25,7,32,8,1,4,4,2,2,5,8,5,2,0
RBT_2506,22,High School,2.7,1.8,19,7,35,7,7,1,3,1,4,5,12,5,3,0
RBT_2507,47,High School,9.0,1.3,18,5,27,6,4,2,3,2,5,4,5,1,2,0
RBT_2508,29,Bachelor's,0.6,6.8,24,11,27,3,1,3,2,4,4,4,10,5,5,0
RBT_2509,38,High School,2.4,4.4,24,7,36,8,6,2,3,3,5,5,10,3,1,0
RBT_2510,22,Bachelor's,9.6,6.9,27,8,36,3,1,4,4,3,1,5,13,6,3,0
RBT_2511,48,High School,6.3,2.5,29,5,22,0,8,5,1,2,4,1,8,9,4,1
RBT_2512,48,High School,3.0,5.0,24,9,20,5,9,4,1,4,3,1,12,3,2,0
RBT_2513,41,Bachelor's,1.1,1.7,28,11,36,3,3,2,5,4,2,1,3,1,1,0
RBT_2514,34,Master's,0.8,2.0,24,11,35,9,7,1,1,1,5,5,7,8,1,0
RBT_2515,20,High School,2.8,3.7,20,7,36,2,5,2,2,2,2,4,1,9,3,0
RBT_2516,26,Bachelor's,8.9,2.4,26,9,21,4,3,3,5,1,5,2,4,4,4,0
RBT_2517,31,Bachelor's,4.5,1.3,25,5,33,2,5,5,1,2,3,2,5,5,3,0
RBT_2518,36,Bachelor's,7.3,2.0,15,8,26,8,7,5,1,1,3,4,7,3,4,0
RBT_2519,49,Bachelor's,9.2,0.4,27,10,38,5,7,4,5,1,3,4,14,8,5,0
RBT_2520,40,High School,4.4,5.0,19,10,20,2,9,2,2,4,3,4,6,3,3,0
RBT_2521,45,High School,2.3,3.5,28,4,36,4,8,1,5,4,3,1,13,4,2,1
RBT_2522,48,Bachelor's,5.4,0.8,18,8,29,7,4,3,2,3,2,3,6,7,3,0
RBT_2523,43,High School,9.1,1.4,18,9,25,7,5,4,2,3,1,5,13,2,3,1
RBT_2524,39,Master's,8.1,0.9,21,9,26,5,5,2,4,4,4,1,2,1,5,0
RBT_2525,24,High School,1.1,4.4,23,5,25,4,2,1,1,4,2,2,11,4,5,1
RBT_2526,23,High School,7.1,0.8,22,11,24,4,7,2,1,1,4,5,2,8,3,0
RBT_2527,47,Bachelor's,5.9,5.3,25,4,21,0,7,1,3,3,1,4,2,1,4,0
RBT_2528,31,High School,9.1,0.3,27,5,37,1,9,2,5,4,5,2,10,3,5,1
RBT_2529,49,Bachelor's,1.7,1.9,28,4,36,3,9,2,4,2,1,4,13,4,5,1
RBT_2530,39,Bachelor's,5.6,6.3,26,11,26,5,4,4,1,2,1,4,12,4,4,1
RBT_2531,47,Master's,8.9,5.1,22,6,38,6,5,2,3,3,5,4,8,3,1,0
RBT_2532,43,Bachelor's,4.4,0.7,19,4,26,0,7,2,4,2,4,5,7,3,5,0
RBT_2533,37,Bachelor's,5.1,5.8,20,5,26,7,7,4,2,1,3,2,1,7,5,0
RBT_2534,36,Bachelor's,1.2,3.6,16,6,35,0,8,4,1,3,5,2,9,8,4,0
RBT_2535,38,Master's,3.1,6.0,27,8,31,8,8,5,5,4,5,4,11,4,4,1
RBT_2536,28,High School,3.6,4.3,25,7,34,3,2,5,4,2,1,1,11,8,3,0
RBT_2537,23,High School,9.5,4.8,28,5,34,6,9,4,3,1,5,3,8,8,3,0
RBT_2538,45,High School,3.2,7.0,17,10,30,5,4,3,5,4,2,1,13,6,1,0
RBT_2539,40,High School,4.9,1.8,19,10,21,8,1,1,2,5,3,5,9,1,1,0
RBT_2540,21,Bachelor's,6.9,4.4,16,9,22,1,1,4,5,1,1,3,4,7,1,0
RBT_2541,23,Bachelor's,2.0,3.3,17,5,38,6,5,5,3,2,4,1,5,7,2,0
RBT_2542,21,Bachelor's,5.1,0.5,18,3,39,4,7,2,2,1,4,2,11,5,4,0
RBT_2543,34,High School,7.5,0.3,20,7,34,6,5,4,3,5,4,1,5,6,5,0
RBT_2544,21,Bachelor's,8.7,1.0,19,3,35,0,3,4,1,5,4,4,11,9,4,0
RBT_2545,23,High School,6.4,4.6,24,8,20,9,7,5,3,1,4,5,9,3,4,0
RBT_2546,25,Bachelor's,6.9,4.1,18,9,34,8,1,5,5,4,1,1,8,4,1,1
